SEVERE 12-14-2018 11:37:19 || XmlParser.normalize() : Can not trim white lines and line breaks.
INFO 12-16-2018 19:55:12 || App.parse() : The file has been parsed
INFO 12-16-2018 19:56:01 || App.main() : The application started
INFO 12-16-2018 19:56:01 || App.parse() : The file has been parsed
INFO 12-16-2018 19:58:34 || App.main() : The application started
INFO 12-16-2018 19:58:35 || App.parse() : The file has been parsed
INFO 12-16-2018 20:01:57 || App.main() : The application started
INFO 12-16-2018 20:01:58 || App.parse() : The file has been parsed
INFO 12-16-2018 20:04:21 || App.main() : The application started
INFO 12-16-2018 20:04:21 || App.parse() : The file has been parsed
INFO 12-16-2018 20:22:41 || App.main() : The application started
INFO 12-16-2018 20:22:41 || App.parse() : The file has been parsed
INFO 12-16-2018 20:23:35 || App.main() : The application started
INFO 12-16-2018 20:23:36 || App.parse() : The file has been parsed
INFO 12-16-2018 20:23:36 || App.search() : Horizontal passage search has been completed.
INFO 12-16-2018 20:23:36 || App.search() : Vertical passage search has been completed.
INFO 12-16-2018 20:23:36 || App.write() : The file has been written
INFO 12-16-2018 20:37:25 || App.main() : The application started
INFO 12-16-2018 20:37:25 || App.parse() : The file has been parsed
INFO 12-16-2018 20:37:25 || App.search() : Horizontal passage search has been completed.
INFO 12-16-2018 20:37:25 || App.search() : Vertical passage search has been completed.
INFO 12-16-2018 20:37:25 || App.write() : The file has been written
INFO 12-17-2018 10:22:58 || App.main() : The application started
INFO 12-17-2018 10:22:58 || App.parse() : The file has been parsed
INFO 12-17-2018 10:22:58 || App.search() : Horizontal passage search has been completed.
INFO 12-17-2018 10:22:58 || App.search() : Vertical passage search has been completed.
INFO 12-17-2018 10:22:58 || App.write() : The file has been written
INFO 12-17-2018 10:36:46 || App.main() : The application started
INFO 12-17-2018 10:36:46 || App.parse() : The file has been parsed
INFO 12-17-2018 10:36:46 || App.search() : Horizontal passage search has been completed.
INFO 12-17-2018 10:36:46 || App.search() : Vertical passage search has been completed.
SEVERE 12-17-2018 10:36:46 || SerializingManager.writeFile() : Such file already exists. Please enter another name.
INFO 12-17-2018 15:21:54 || App.main() : The application started
INFO 12-17-2018 15:21:54 || App.parse() : The file has been parsed
INFO 12-17-2018 15:21:54 || App.search() : Horizontal passage search has been completed.
INFO 12-17-2018 15:21:54 || App.search() : Vertical passage search has been completed.
SEVERE 12-17-2018 15:21:54 || SerializingManager.writeFile() : Such file already exists. Please enter another name.
INFO 12-18-2018 02:31:40 || App.main() : The application started
INFO 12-18-2018 02:31:40 || App.parse() : The file has been parsed
INFO 12-18-2018 02:31:40 || App.main() : Can not recognize the command.
SEVERE 12-18-2018 02:31:40 || SerializingManager.writeFile() : Such file already exists. Please enter another name.
SEVERE 12-18-2018 02:31:40 || App.main() : Such file already exists. Please enter another name.
INFO 12-18-2018 02:31:46 || App.main() : The application started
INFO 12-18-2018 02:31:46 || App.parse() : The file has been parsed
INFO 12-18-2018 02:31:46 || App.main() : Can not recognize the command.
SEVERE 12-18-2018 02:31:46 || SerializingManager.writeFile() : Such file already exists. Please enter another name.
SEVERE 12-18-2018 02:31:46 || App.main() : Such file already exists. Please enter another name.
INFO 12-18-2018 02:32:38 || App.main() : The application started
INFO 12-18-2018 02:32:38 || App.parse() : The file has been parsed
INFO 12-18-2018 02:32:38 || App.main() : Can not recognize the command.
INFO 12-18-2018 02:32:38 || App.write() : The file has been written
INFO 12-19-2018 13:39:12 || App.main() : The application started
INFO 12-19-2018 13:39:12 || App.parse() : The file has been parsed
INFO 12-19-2018 13:39:12 || App.main() : Can not recognize the command.
INFO 12-19-2018 13:39:12 || App.write() : The file has been written
INFO 12-19-2018 14:10:55 || App.main() : The application started
INFO 12-19-2018 14:10:55 || App.parse() : The file has been parsed
INFO 12-19-2018 14:10:55 || App.main() : Can not recognize the command.
SEVERE 12-19-2018 14:10:55 || SerializingManager.writeFile() : Such file already exists. Please enter another name.
SEVERE 12-19-2018 14:10:55 || App.main() : Such file already exists. Please enter another name.
INFO 12-21-2018 12:16:58 || App.main() : The application started
INFO 12-21-2018 12:18:01 || App.main() : The application started
INFO 12-21-2018 12:18:01 || App.main() : Can not recognize the command.
SEVERE 12-21-2018 12:18:01 || ParsingException.<init>() : Can not find the XML file to parse. The file does not exist
SEVERE 12-21-2018 12:18:01 || App.main() : java.nio.file.NoSuchFileException: Can not find the XML file to parse. The file does not exist
INFO 12-21-2018 12:19:57 || App.main() : The application started
INFO 12-21-2018 12:19:57 || App.parse() : The file has been parsed
INFO 12-21-2018 12:19:57 || App.write() : The file has been written
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 16:40:50 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 16:40:50 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:14:32 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:16:59 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:19:03 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:29:19 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandWrite.execute() : The file has been written
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 17:31:35 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 17:41:25 || CommandRead.execute() : The file has been parsed
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
SEVERE 12-25-2018 17:41:25 || CommandException.<init>() : Incorrect command format.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandHorizontalSearchByKeyValue.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandVerticalSearchByName.execute() : Vertical passage search has been completed.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandHorizontalSearchByName.execute() : Horizontal passage search has been completed.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandVerticalSearchByKeyValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandVerticalSearchByValue.execute() : Vertical passage search has been completed.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandWrite.execute() : The file has been written
SEVERE 12-25-2018 18:21:18 || CommandException.<init>() : Incorrect command format.
INFO 12-25-2018 18:21:18 || CommandRead.execute() : The file has been parsed
INFO 12-25-2018 18:21:18 || CommandHorizontalSearchByValue.execute() : Horizontal passage search has been completed.
